station	date	operateur	releve	herbe	sol_nu	roche	mousse	hauteur	ciel	rq_station	taxon	entendu	vu	fauche	stade	abondance	rq_ind	altitude	data_GPS	X_WGS84	Y_WGS84
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	540	95	2	3	0	20	ensoleille		Yersinella beybienkoi		1		melange (juveniles et adultes)	 +++		1170	23/07/2018 12:56	7.42868	43.94625
A164	17/09/2018	BRAUD Yoan	540						ensoleille	station-test phenologie	Calliptamus siciliae		1		adulte	3		1170	23/07/2018 12:56	7.42868	43.94625
A164	17/09/2018	BRAUD Yoan	540						ensoleille	station-test phenologie	Chorthippus biguttulus	1	1	1	adulte	3		1170	23/07/2018 12:56	7.42868	43.94625
2019-03	26/09/2019	BRAUD Yoan	1329	90	0	5	5	5	ensoleille	Surpature brebis (crottes +++)	Chorthippus brunneus brunneus		1		adulte	1		2459	26/09/2019	6.96883	44.148592
A164	17/09/2018	BRAUD Yoan	540						ensoleille	station-test phenologie	Euchorthippus elegantulus		1	1	adulte	 +		1170	23/07/2018 12:56	7.42868	43.94625
A164	17/09/2018	BRAUD Yoan	540						ensoleille	station-test phenologie	Pezotettix giornae		1	1	adulte	3		1170	23/07/2018 12:56	7.42868	43.94625
A164	17/09/2018	BRAUD Yoan	540						ensoleille	station-test phenologie	Yersinella beybienkoi		1		adulte	1		1170	23/07/2018 12:56	7.42868	43.94625
A164	17/09/2018	BRAUD Yoan	540						ensoleille	station-test phenologie	Gomphocerinae sp		1		juvenile	1		1170	23/07/2018 12:56	7.42868	43.94625
A164	23/07/2018	BRAUD Yoan	540	80	5	14	1	26	ensoleille		Platycleis albopunctata		1		adulte	1		1170	23/07/2018 12:56	7.42868	43.94625
A164	23/07/2018	BRAUD Yoan	541	80	10	7	3	25	ensoleille		Calliptamus sp		1	1	juvenile	 +		1204	23/07/2018 13:02	7.42871	43.94654
G154	19/09/2018	BRAUD Yoan	839	85	5	5	5	5	ensoleille		Chorthippus brunneus brunneus		1		adulte	1	1 femelle, photo	2142	19/09/2018 15:49	7.37081	44.07536
A164	23/07/2018	BRAUD Yoan	541	80	10	7	3	25	ensoleille		Euchorthippus sp		1	1	juvenile	 +		1204	23/07/2018 13:02	7.42871	43.94654
A164	23/07/2018	BRAUD Yoan	541	80	10	7	3	25	ensoleille		Yersinella sp		1	1	juvenile	 ++ 		1204	23/07/2018 13:02	7.42871	43.94654
A164	23/07/2018	BRAUD Yoan	541	80	10	7	3	25	ensoleille		Gomphocerinae sp		1	1	juvenile	 +++		1204	23/07/2018 13:02	7.42871	43.94654
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	541	75	10	15	0	30	ensoleille		Calliptamus siciliae		1		melange (juveniles et adultes)	 +		1204	23/07/2018 13:02	7.42871	43.94654
Ventoux 2	5/08/2019	Yoan BRAUD	MV11	80	5	10	5	30	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+	Presence hors releve de Oedipoda germanica	596	5/08/2019	5.244101	44.115592
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	541	75	10	15	0	30	ensoleille		Euchorthippus elegantulus			1	adulte	2		1204	23/07/2018 13:02	7.42871	43.94654
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	541	75	10	15	0	30	ensoleille		Pezotettix giornae		1		adulte	2		1204	23/07/2018 13:02	7.42871	43.94654
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	541	75	10	15	0	30	ensoleille		Oecanthus pellucens			1	juvenile	2		1204	23/07/2018 13:02	7.42871	43.94654
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	541	75	10	15	0	30	ensoleille		Yersinella beybienkoi		1		melange (juveniles et adultes)	 +++		1204	23/07/2018 13:02	7.42871	43.94654
A164	17/09/2018	BRAUD Yoan	541						ensoleille	station-test phenologie	Calliptamus siciliae		1		adulte	1		1204	23/07/2018 13:02	7.42871	43.94654
A164	17/09/2018	BRAUD Yoan	541						ensoleille	station-test phenologie	Chorthippus biguttulus	1			adulte	1		1204	23/07/2018 13:02	7.42871	43.94654
Ventoux 2	5/08/2019	Yoan BRAUD	MV12	50	5	40	5	15	ensoleille		Chorthippus vagans vagans		1		adulte	2	Presence hors releve de Oedipoda germanica	593	5/08/2019	5.243776	44.115755
A164	17/09/2018	BRAUD Yoan	541						ensoleille	station-test phenologie	Euchorthippus elegantulus		1	1	adulte	 ++		1204	23/07/2018 13:02	7.42871	43.94654
A164	17/09/2018	BRAUD Yoan	541						ensoleille	station-test phenologie	Pezotettix giornae		1		adulte	 +		1204	23/07/2018 13:02	7.42871	43.94654
A164	17/09/2018	BRAUD Yoan	541						ensoleille	station-test phenologie	Nemobius sylvestris	1			adulte	1		1204	23/07/2018 13:02	7.42871	43.94654
A164	17/09/2018	BRAUD Yoan	541						ensoleille	station-test phenologie	Yersinella beybienkoi		1		adulte	3		1204	23/07/2018 13:02	7.42871	43.94654
A164	17/09/2018	BRAUD Yoan	541						ensoleille	station-test phenologie	Platycleis albopunctata		1		adulte	1		1204	23/07/2018 13:02	7.42871	43.94654
Ventoux 2	5/08/2019	Yoan BRAUD	MV14	15	5	75	5	10	ensoleille		Chorthippus vagans vagans	1			adulte	1	Presence hors releve de Oedipoda germanica	595	5/08/2019	5.244142	44.115867
A164	23/07/2018	BRAUD Yoan	542	85	10	4	1	28	ensoleille		Euchorthippus sp		1	1	juvenile	 ++		1196	23/07/2018 13:11	7.42831	43.9465
A164	23/07/2018	BRAUD Yoan	542	85	10	4	1	28	ensoleille		Antaxius pedestris		1		juvenile	1		1196	23/07/2018 13:11	7.42831	43.9465
A164	23/07/2018	BRAUD Yoan	542	85	10	4	1	28	ensoleille		Yersinella sp		1	1	juvenile	 +		1196	23/07/2018 13:11	7.42831	43.9465
A164	23/07/2018	BRAUD Yoan	542	85	10	4	1	28	ensoleille		Gomphocerinae sp		1	1	juvenile	 +++		1196	23/07/2018 13:11	7.42831	43.9465
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	542	80	0	20	0	40	ensoleille		Calliptamus siciliae		1	1	adulte	3		1196	23/07/2018 13:11	7.42831	43.9465
Ventoux 2	5/08/2019	Yoan BRAUD	MV15	75	10	5	10	20	ensoleille		Chorthippus vagans vagans	1			adulte	1	Presence hors releve de Oedipoda germanica	600	5/08/2019	5.245063	44.116184
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	542	80	0	20	0	40	ensoleille		Euchorthippus elegantulus		1		adulte	4		1196	23/07/2018 13:11	7.42831	43.9465
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	542	80	0	20	0	40	ensoleille		Pezotettix giornae		1		adulte	1		1196	23/07/2018 13:11	7.42831	43.9465
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	542	80	0	20	0	40	ensoleille		Oecanthus pellucens		1	1	juvenile	2		1196	23/07/2018 13:11	7.42831	43.9465
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	542	80	0	20	0	40	ensoleille		Yersinella beybienkoi		1		melange (juveniles et adultes)	 +		1196	23/07/2018 13:11	7.42831	43.9465
Ventoux 3	5/08/2019	Yoan BRAUD	MV16	50	10	30	10	3	ensoleille		Chorthippus vagans vagans	1	1		adulte	1		825	5/08/2019	5.264602	44.123468
A164	17/09/2018	BRAUD Yoan	542						ensoleille	station-test phenologie	Euchorthippus elegantulus		1	1	adulte	 ++		1196	23/07/2018 13:11	7.42831	43.9465
A164	17/09/2018	BRAUD Yoan	542						ensoleille	station-test phenologie	Pezotettix giornae		1	1	adulte	 +		1196	23/07/2018 13:11	7.42831	43.9465
A164	17/09/2018	BRAUD Yoan	542						ensoleille	station-test phenologie	Nemobius sylvestris	1			adulte	1		1196	23/07/2018 13:11	7.42831	43.9465
A164	17/09/2018	BRAUD Yoan	542						ensoleille	station-test phenologie	Yersinella beybienkoi		1	1	adulte	 +		1196	23/07/2018 13:11	7.42831	43.9465
A164	23/07/2018	BRAUD Yoan	542	85	10	4	1	28	ensoleille		Platycleis albopunctata		1		juvenile	2		1196	23/07/2018 13:11	7.42831	43.9465
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	542	80	0	20	0	40	ensoleille		Platycleis albopunctata		1		adulte	1		1196	23/07/2018 13:11	7.42831	43.9465
A164	23/07/2018	BRAUD Yoan	543	90	5	5	0	25	ensoleille		Calliptamus sp		1		juvenile	3		1222	23/07/2018 13:24	7.42842	43.94677
A164	23/07/2018	BRAUD Yoan	543	90	5	5	0	25	ensoleille		Euchorthippus sp		1	1	juvenile	 ++		1222	23/07/2018 13:24	7.42842	43.94677
A164	23/07/2018	BRAUD Yoan	543	90	5	5	0	25	ensoleille		Yersinella sp		1	1	juvenile	 ++		1222	23/07/2018 13:24	7.42842	43.94677
A164	23/07/2018	BRAUD Yoan	543	90	5	5	0	25	ensoleille		Gomphocerinae sp		1	1	juvenile	 ++		1222	23/07/2018 13:24	7.42842	43.94677
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	543	70	10	20	0	25	ensoleille		Calliptamus siciliae		1		melange (juveniles et adultes)	 +		1222	23/07/2018 13:24	7.42842	43.94677
Ventoux 3	5/08/2019	Yoan BRAUD	MV17	85	0	5	10	25	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+		828	5/08/2019	5.264299	44.123424
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	543	70	10	20	0	25	ensoleille		Euchorthippus elegantulus		1		adulte	 +		1222	23/07/2018 13:24	7.42842	43.94677
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	543	70	10	20	0	25	ensoleille		Yersinella beybienkoi		1		adulte	1		1222	23/07/2018 13:24	7.42842	43.94677
Ventoux 3	5/08/2019	Yoan BRAUD	MV18	70	0	20	10	12	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	4		823	5/08/2019	5.264789	44.123516
A164	17/09/2018	BRAUD Yoan	543						ensoleille	station-test phenologie	Euchorthippus elegantulus	1	1	1	adulte	 +		1222	23/07/2018 13:24	7.42842	43.94677
A164	17/09/2018	BRAUD Yoan	543						ensoleille	station-test phenologie	Yersinella beybienkoi		1		adulte	3		1222	23/07/2018 13:24	7.42842	43.94677
A164	17/09/2018	BRAUD Yoan	543						ensoleille	station-test phenologie	Gomphocerinae sp		1		juvenile	2		1222	23/07/2018 13:24	7.42842	43.94677
A164	23/07/2018	BRAUD Yoan	543	90	5	5	0	25	ensoleille		Platycleis albopunctata		1		juvenile	1		1222	23/07/2018 13:24	7.42842	43.94677
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome, COUTURIER Thibaut)	543	70	10	20	0	25	ensoleille		Platycleis albopunctata		1		adulte	1		1222	23/07/2018 13:24	7.42842	43.94677
A164	23/07/2018	BRAUD Yoan	544	95	0	5	0	35	ensoleille		Calliptamus sp		1		juvenile	1		1233	23/07/2018 13:33	7.42877	43.94684
A164	23/07/2018	BRAUD Yoan	544	95	0	5	0	35	ensoleille		Euchorthippus sp		1	1	juvenile	 +		1233	23/07/2018 13:33	7.42877	43.94684
A164	23/07/2018	BRAUD Yoan	544	95	0	5	0	35	ensoleille		Stenobothrus lineatus	1	1		adulte	1		1233	23/07/2018 13:33	7.42877	43.94684
A164	23/07/2018	BRAUD Yoan	544	95	0	5	0	35	ensoleille		Oecanthus pellucens		1		juvenile	1		1233	23/07/2018 13:33	7.42877	43.94684
A164	23/07/2018	BRAUD Yoan	544	95	0	5	0	35	ensoleille		Gomphocerinae sp			1	juvenile	 +		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544	80	3	17	0	50	ensoleille		Calliptamus siciliae		1		adulte	 +		1233	23/07/2018 13:33	7.42877	43.94684
Ventoux 3	5/08/2019	Yoan BRAUD	MV19	80	5	10	5	15	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+		826	5/08/2019	5.265183	44.123533
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544	80	3	17	0	50	ensoleille		Euchorthippus elegantulus	1	1	1	adulte	 ++		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544	80	3	17	0	50	ensoleille		Pezotettix giornae		1		adulte	2		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544	80	3	17	0	50	ensoleille		Yersinella beybienkoi		1		adulte	4		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544	80	3	17	0	50	ensoleille		Nemobius sylvestris	1			adulte	1		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544						ensoleille		Phaneroptera nana				melange (juveniles et adultes)	hors releve		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544						ensoleille		Ephippiger terrestris				adulte	hors releve		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544						ensoleille		Tettigonia viridissima				adulte	hors releve		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544						ensoleille		Mantis religiosa				juvenile	hors releve		1233	23/07/2018 13:33	7.42877	43.94684
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	544						ensoleille		Pijnackeria masettii				adulte	hors releve		1233	23/07/2018 13:33	7.42877	43.94684
A164	17/09/2018	BRAUD Yoan	544						ensoleille	station-test phenologie	Calliptamus siciliae		1		adulte	1		1233	23/07/2018 13:33	7.42877	43.94684
Ventoux 3	5/08/2019	Yoan BRAUD	MV20	85	0	5	10	25	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+		814	5/08/2019	5.264384	44.122688
A164	17/09/2018	BRAUD Yoan	544						ensoleille	station-test phenologie	Euchorthippus elegantulus	1	1	1	adulte	 ++		1233	23/07/2018 13:33	7.42877	43.94684
A164	17/09/2018	BRAUD Yoan	544						ensoleille	station-test phenologie	Pezotettix giornae		1	1	adulte	 +		1233	23/07/2018 13:33	7.42877	43.94684
A164	17/09/2018	BRAUD Yoan	544						ensoleille	station-test phenologie	Oecanthus pellucens			1	adulte	1		1233	23/07/2018 13:33	7.42877	43.94684
A164	17/09/2018	BRAUD Yoan	544						ensoleille	station-test phenologie	Yersinella beybienkoi		1		adulte	1		1233	23/07/2018 13:33	7.42877	43.94684
A164	17/09/2018	BRAUD Yoan	544						ensoleille	station-test phenologie	Tettigonia viridissima				adulte	hors releve		1233	23/07/2018 13:33	7.42877	43.94684
A164	17/09/2018	BRAUD Yoan	544						ensoleille	station-test phenologie	Oedipoda germanica				adulte	hors releve		1233	23/07/2018 13:33	7.42877	43.94684
A164	17/09/2018	BRAUD Yoan	544						ensoleille	station-test phenologie	Platycleis albopunctata		1		adulte	1		1233	23/07/2018 13:33	7.42877	43.94684
A164	23/07/2018	BRAUD Yoan	544	95	0	5	0	35	ensoleille		Platycleis albopunctata		1		adulte	2		1233	23/07/2018 13:33	7.42877	43.94684
A164	23/07/2018	BRAUD Yoan	545	85	2	13	0	30	ensoleille		Calliptamus sp		1		juvenile	2		1220	23/07/2018 13:45	7.4291	43.94667
Ventoux 4	5/08/2019	Yoan BRAUD	MV21	60	0	30	10	5	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+	Presence hors releve de Nemobius sylvestris	1083	5/08/2019	5.292607	44.131346
A164	23/07/2018	BRAUD Yoan	545	85	2	13	0	30	ensoleille		Euchorthippus sp		1	1	juvenile	 +++		1220	23/07/2018 13:45	7.4291	43.94667
A164	23/07/2018	BRAUD Yoan	545	85	2	13	0	30	ensoleille		Ephippiger terrestris		1		adulte	1		1220	23/07/2018 13:45	7.4291	43.94667
A164	23/07/2018	BRAUD Yoan	545	85	2	13	0	30	ensoleille		Yersinella sp		1	1	juvenile	 ++		1220	23/07/2018 13:45	7.4291	43.94667
A164	23/07/2018	BRAUD Yoan	545	85	2	13	0	30	ensoleille		Gomphocerinae sp		1	1	juvenile	 ++		1220	23/07/2018 13:45	7.4291	43.94667
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	545	80	5	15	0	35	ensoleille		Calliptamus siciliae		1		adulte	 +		1220	23/07/2018 13:45	7.4291	43.94667
Ventoux 4	5/08/2019	Yoan BRAUD	MV22	50	5	35	10	5	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+	Presence hors releve de Nemobius sylvestris	1082	5/08/2019	5.2923	44.13134
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	545	80	5	15	0	35	ensoleille		Euchorthippus elegantulus	1	1	1	adulte	 +++		1220	23/07/2018 13:45	7.4291	43.94667
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	545	80	5	15	0	35	ensoleille		Pezotettix giornae		1	1	melange (juveniles et adultes)	 ++		1220	23/07/2018 13:45	7.4291	43.94667
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	545	80	5	15	0	35	ensoleille		Yersinella beybienkoi		1		adulte	3		1220	23/07/2018 13:45	7.4291	43.94667
A164	17/09/2018	BRAUD Yoan	545						ensoleille	station-test phenologie	Calliptamus siciliae		1		adulte	1		1220	23/07/2018 13:45	7.4291	43.94667
A164	17/09/2018	BRAUD Yoan	545						ensoleille	station-test phenologie	Chorthippus biguttulus	1	1		adulte	3		1220	23/07/2018 13:45	7.4291	43.94667
Ventoux 4	5/08/2019	Yoan BRAUD	MV23	60	0	25	15	5	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+	Presence hors releve de Nemobius sylvestris	1071	5/08/2019	5.292139	44.131456
A164	17/09/2018	BRAUD Yoan	545						ensoleille	station-test phenologie	Euchorthippus elegantulus		1	1	adulte	 +++		1220	23/07/2018 13:45	7.4291	43.94667
A164	17/09/2018	BRAUD Yoan	545						ensoleille	station-test phenologie	Pezotettix giornae		1	1	adulte	 +++		1220	23/07/2018 13:45	7.4291	43.94667
A164	17/09/2018	BRAUD Yoan	545						ensoleille	station-test phenologie	Yersinella beybienkoi		1		adulte	1		1220	23/07/2018 13:45	7.4291	43.94667
A164	23/07/2018	BRAUD Yoan	546	65	10	25	0	27	ensoleille		Calliptamus sp		1		juvenile	2		1208	23/07/2018 13:58	7.42908	43.94642
A164	23/07/2018	BRAUD Yoan	546	65	10	25	0	27	ensoleille		Euchorthippus sp		1	1	juvenile	 +++		1208	23/07/2018 13:58	7.42908	43.94642
A164	23/07/2018	BRAUD Yoan	546	65	10	25	0	27	ensoleille		Stenobothrus lineatus	1			adulte	1		1208	23/07/2018 13:58	7.42908	43.94642
A164	23/07/2018	BRAUD Yoan	546	65	10	25	0	27	ensoleille		Yersinella sp		1		juvenile	2		1208	23/07/2018 13:58	7.42908	43.94642
A164	23/07/2018	BRAUD Yoan	546	65	10	25	0	27	ensoleille		Gomphocerinae sp		1	1	juvenile	 ++		1208	23/07/2018 13:58	7.42908	43.94642
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	546	85	7	8	0	70	ensoleille		Calliptamus siciliae		1	1	adulte	 +		1208	23/07/2018 13:58	7.42908	43.94642
Ventoux 4	5/08/2019	Yoan BRAUD	MV24	70	0	20	10	10	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+	Presence hors releve de Nemobius sylvestris	1065	5/08/2019	5.29194	44.131274
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	546	85	7	8	0	70	ensoleille		Euchorthippus elegantulus	1	1	1	adulte	 +++		1208	23/07/2018 13:58	7.42908	43.94642
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	546	85	7	8	0	70	ensoleille		Pezotettix giornae		1	1	adulte	 +		1208	23/07/2018 13:58	7.42908	43.94642
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	546	85	7	8	0	70	ensoleille		Yersinella beybienkoi		1		melange (juveniles et adultes)	4		1208	23/07/2018 13:58	7.42908	43.94642
A164	17/09/2018	BRAUD Yoan	546						ensoleille	station-test phenologie	Calliptamus siciliae		1		adulte	2		1208	23/07/2018 13:58	7.42908	43.94642
A164	17/09/2018	BRAUD Yoan	546						ensoleille	station-test phenologie	Chorthippus biguttulus	1	1		adulte	2		1208	23/07/2018 13:58	7.42908	43.94642
Ventoux 4	5/08/2019	Yoan BRAUD	MV25	40	10	50	0	5	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+	Presence hors releve de Nemobius sylvestris	1061	5/08/2019	5.291685	44.131241
A164	17/09/2018	BRAUD Yoan	546						ensoleille	station-test phenologie	Euchorthippus elegantulus	1	1	1	adulte	 +++		1208	23/07/2018 13:58	7.42908	43.94642
A164	17/09/2018	BRAUD Yoan	546						ensoleille	station-test phenologie	Pezotettix giornae		1	1	adulte	 +++		1208	23/07/2018 13:58	7.42908	43.94642
A164	17/09/2018	BRAUD Yoan	546						ensoleille	station-test phenologie	Nemobius sylvestris	1			adulte	1		1208	23/07/2018 13:58	7.42908	43.94642
A164	17/09/2018	BRAUD Yoan	546						ensoleille	station-test phenologie	Yersinella beybienkoi		1		adulte	1		1208	23/07/2018 13:58	7.42908	43.94642
A164	23/07/2018	BRAUD Yoan	546	65	10	25	0	27	ensoleille		Platycleis albopunctata		1		juvenile	2		1208	23/07/2018 13:58	7.42908	43.94642
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	546	85	7	8	0	70	ensoleille		Platycleis albopunctata		1		adulte	1		1208	23/07/2018 13:58	7.42908	43.94642
A164	23/07/2018	BRAUD Yoan	547	80	5	15	0	35	ensoleille		Calliptamus sp		1		juvenile	2		1195	23/07/2018 14:07	7.42904	43.94622
Ventoux 5	5/08/2019	Yoan BRAUD	MV26	85	0	10	5	20	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	+	Presence hors releve de Ephippiger diurnus, Eupholidoptera chabrieri, Nemobius sylvestris et Tettigonia viridissima	1228	5/08/2019	5.310141	44.137756
A164	23/07/2018	BRAUD Yoan	547	80	5	15	0	35	ensoleille		Euchorthippus sp		1	1	juvenile	 +		1195	23/07/2018 14:07	7.42904	43.94622
A164	23/07/2018	BRAUD Yoan	547	80	5	15	0	35	ensoleille		Oedipoda sp		1		juvenile	1		1195	23/07/2018 14:07	7.42904	43.94622
A164	23/07/2018	BRAUD Yoan	547	80	5	15	0	35	ensoleille		Yersinella sp		1		juvenile	1		1195	23/07/2018 14:07	7.42904	43.94622
A164	23/07/2018	BRAUD Yoan	547	80	5	15	0	35	ensoleille		Gomphocerinae sp		1	1	juvenile	 ++		1195	23/07/2018 14:07	7.42904	43.94622
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	547	85	5	9	1	80	ensoleille		Calliptamus siciliae		1		adulte	 ++		1195	23/07/2018 14:07	7.42904	43.94622
Ventoux 5	5/08/2019	Yoan BRAUD	MV27	100	0	0	0	30	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	++	Presence hors releve de Ephippiger diurnus, Eupholidoptera chabrieri, Nemobius sylvestris et Tettigonia viridissima	1235	5/08/2019	5.310511	44.138236
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	547	85	5	9	1	80	ensoleille		Euchorthippus elegantulus	1	1		adulte	 +++		1195	23/07/2018 14:07	7.42904	43.94622
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	547	85	5	9	1	80	ensoleille		Pezotettix giornae		1		adulte	3		1195	23/07/2018 14:07	7.42904	43.94622
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	547	85	5	9	1	80	ensoleille		Stenobothrus lineatus	1	1		adulte	2		1195	23/07/2018 14:07	7.42904	43.94622
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	547	85	5	9	1	80	ensoleille		Yersinella beybienkoi		1		juvenile	1		1195	23/07/2018 14:07	7.42904	43.94622
A164	17/09/2018	BRAUD Yoan	547						ensoleille	station-test phenologie	Calliptamus siciliae		1		adulte	1		1195	23/07/2018 14:07	7.42904	43.94622
A164	17/09/2018	BRAUD Yoan	547						ensoleille	station-test phenologie	Chorthippus biguttulus	1	1		adulte	2		1195	23/07/2018 14:07	7.42904	43.94622
Ventoux 5	5/08/2019	Yoan BRAUD	MV28	85	5	5	5	40	ensoleille		Chorthippus vagans vagans	1		1	adulte	4	Presence hors releve de Ephippiger diurnus, Eupholidoptera chabrieri, Nemobius sylvestris et Tettigonia viridissima	1226	5/08/2019	5.309789	44.137864
A164	17/09/2018	BRAUD Yoan	547						ensoleille	station-test phenologie	Euchorthippus elegantulus	1	1	1	adulte	 +++		1195	23/07/2018 14:07	7.42904	43.94622
A164	17/09/2018	BRAUD Yoan	547						ensoleille	station-test phenologie	Pezotettix giornae		1	1	adulte	 +++		1195	23/07/2018 14:07	7.42904	43.94622
A164	17/09/2018	BRAUD Yoan	547						ensoleille	station-test phenologie	Yersinella beybienkoi		1		adulte	1		1195	23/07/2018 14:07	7.42904	43.94622
A164	17/09/2018	BRAUD Yoan	547						ensoleille	station-test phenologie	Mantis religiosa		1		adulte	1		1195	23/07/2018 14:07	7.42904	43.94622
A164	17/09/2018	BRAUD Yoan	547						ensoleille	station-test phenologie	Platycleis albopunctata		1		adulte	2		1195	23/07/2018 14:07	7.42904	43.94622
A164	23/07/2018	BRAUD Yoan	547	80	5	15	0	35	ensoleille		Platycleis albopunctata		1		adulte	1		1195	23/07/2018 14:07	7.42904	43.94622
A164	9/08/2018	BRAUD Yoan (+MANSONS Jerome)	547	85	5	9	1	80	ensoleille		Platycleis albopunctata		1		adulte	2		1195	23/07/2018 14:07	7.42904	43.94622
A164	23/07/2018	BRAUD Yoan	548	70	10	20	0	40	ensoleille		Calliptamus sp			1	juvenile	1		1188	23/07/2018 14:24	7.42882	43.94603
Ventoux 5	5/08/2019	Yoan BRAUD	MV29	40	0	40	20	4	ensoleille		Chorthippus vagans vagans	1	1	1	adulte	++	Presence hors releve de Ephippiger diurnus, Eupholidoptera chabrieri, Nemobius sylvestris et Tettigonia viridissima	1245	5/08/2019	5.310916	44.138113
A164	23/07/2018	BRAUD Yoan	548	70	10	20	0	40	ensoleille		Euchorthippus sp		1	1	juvenile	 +++		1188	23/07/2018 14:24	7.42882	43.94603
A164	23/07/2018	BRAUD Yoan	548	70	10	20	0	40	ensoleille		Stenobothrus lineatus		1		adulte	1		1188	23/07/2018 14:24	7.42882	43.94603
